age,married,orientation,religion,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,MarriedN,OrientationN,ReligionN
25,Never,Hetero,Muslim,5.0,5.0,5.0,2.0,4.0,3.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0
20,Never,Hetero,Atheist,5.0,3.0,5.0,7.0,5.0,5.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,5.0
17,Never,Bi,Christian,4.0,4.0,7.0,7.0,4.0,7.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0
27,Never,Hetero,Muslim,1.0,2.0,6.0,1.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,4.0
19,Never,Hetero,Muslim,4.0,1.0,7.0,4.0,3.0,7.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0
46,Married,Hetero,Muslim,7.0,7.0,5.0,1.0,6.0,1.0,5.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0
18,Never,Bi,Atheist,3.0,1.0,7.0,7.0,5.0,7.0,3.0,4.0,4.0,4.0,2.0,1.0,4.0,5.0
17,Never,Bi,Christian Other,5.0,6.0,7.0,7.0,7.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,4.0,2.0
20,Never,New Types,Muslim,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0
15,Never,Homo,Atheist,5.0,6.0,6.0,5.0,6.0,3.0,2.0,3.0,2.0,3.0,4.0,1.0,2.0,5.0
18,Married,Hetero,Muslim,4.0,3.0,5.0,6.0,4.0,6.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,4.0
20,Never,Hetero,Muslim,5.0,3.0,7.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,4.0
22,Never,Homo,Muslim,2.0,5.0,5.0,6.0,6.0,5.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0
16,Never,Bi,Other,2.0,1.0,7.0,7.0,7.0,7.0,2.0,4.0,2.0,3.0,4.0,1.0,4.0,1.0
24,Never,Homo,Christian,5.0,2.0,3.0,5.0,6.0,6.0,6.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0
19,Second,Hetero,Muslim,6.0,5.0,4.0,5.0,5.0,5.0,6.0,2.0,1.0,2.0,2.0,4.0,1.0,4.0
27,Never,Hetero,Muslim,3.0,7.0,7.0,7.0,5.0,5.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,4.0
28,Never,New Types,Muslim,3.0,3.0,6.0,6.0,6.0,6.0,1.0,1.0,2.0,2.0,3.0,1.0,5.0,4.0
19,Never,Hetero,Muslim,5.0,5.0,5.0,5.0,6.0,3.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0
25,Never,Homo,Muslim,2.0,4.0,6.0,7.0,5.0,5.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0
19,Second,New Types,Muslim,4.0,6.0,7.0,3.0,5.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,5.0,4.0
22,Never,Hetero,Christian,6.0,5.0,6.0,7.0,7.0,5.0,2.0,3.0,4.0,4.0,4.0,1.0,1.0,3.0
32,Married,Hetero,Muslim,1.0,5.0,7.0,6.0,7.0,1.0,5.0,2.0,1.0,2.0,2.0,3.0,1.0,4.0
32,Never,Hetero,Muslim,4.0,6.0,5.0,5.0,7.0,6.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0
22,Never,Hetero,Muslim,5.0,1.0,7.0,7.0,6.0,5.0,6.0,3.0,2.0,3.0,3.0,1.0,1.0,4.0
25,Never,Bi,Muslim,4.0,3.0,7.0,7.0,3.0,6.0,2.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0
21,Never,New Types,Muslim,6.0,6.0,7.0,7.0,7.0,7.0,3.0,3.0,2.0,2.0,4.0,1.0,5.0,4.0
21,Never,New Types,Christian Other,3.0,5.0,4.0,7.0,7.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,5.0,2.0
32,Married,Hetero,Muslim,6.0,6.0,1.0,6.0,7.0,6.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,4.0
28,Married,New Types,Muslim,6.0,5.0,7.0,6.0,6.0,6.0,2.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0
52,Married,Hetero,Christian,1.0,4.0,7.0,7.0,7.0,7.0,1.0,4.0,4.0,1.0,4.0,3.0,1.0,3.0
23,Never,Homo,Christian Other,5.0,3.0,6.0,5.0,6.0,5.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0
22,Never,New Types,Muslim,5.0,6.0,6.0,1.0,5.0,2.0,2.0,4.0,4.0,2.0,4.0,1.0,5.0,4.0
25,Married,New Types,Muslim,1.0,1.0,7.0,1.0,1.0,7.0,1.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0
23,Never,Hetero,Muslim,1.0,5.0,7.0,7.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,1.0,4.0
23,Never,Hetero,Muslim,5.0,6.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0
22,Never,Hetero,Muslim,4.0,5.0,5.0,7.0,5.0,5.0,5.0,4.0,2.0,1.0,2.0,1.0,1.0,4.0
21,Never,New Types,Muslim,3.0,6.0,6.0,5.0,6.0,5.0,3.0,4.0,3.0,3.0,4.0,1.0,5.0,4.0
20,Never,Hetero,Muslim,4.0,5.0,7.0,5.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0
23,Never,Hetero,Muslim,3.0,6.0,5.0,7.0,6.0,2.0,5.0,3.0,2.0,4.0,3.0,1.0,1.0,4.0
22,Never,New Types,Muslim,4.0,3.0,6.0,5.0,5.0,5.0,3.0,3.0,2.0,1.0,3.0,1.0,5.0,4.0
23,Never,Hetero,Muslim,7.0,6.0,5.0,4.0,7.0,7.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0
20,Never,Hetero,Muslim,4.0,4.0,6.0,5.0,6.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0
22,Never,Hetero,Muslim,1.0,3.0,7.0,7.0,6.0,6.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0
16,Never,New Types,Christian,2.0,2.0,5.0,6.0,6.0,5.0,3.0,2.0,2.0,1.0,2.0,1.0,5.0,3.0
23,Never,Asexual,Other,3.0,5.0,2.0,6.0,5.0,2.0,6.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0
20,Never,Asexual,Other,5.0,3.0,6.0,7.0,3.0,6.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0
34,Never,Hetero,Muslim,4.0,6.0,5.0,4.0,6.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0
15,Never,Hetero,Atheist,2.0,5.0,6.0,6.0,5.0,2.0,1.0,3.0,4.0,3.0,4.0,1.0,1.0,5.0
17,Never,Hetero,Other,6.0,6.0,1.0,6.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
56,Married,Hetero,Atheist,1.0,4.0,4.0,7.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,1.0,5.0
30,Married,New Types,Muslim,6.0,6.0,5.0,3.0,5.0,3.0,5.0,1.0,1.0,2.0,1.0,3.0,5.0,4.0
21,Never,Hetero,Muslim,5.0,7.0,7.0,7.0,4.0,6.0,3.0,2.0,3.0,4.0,3.0,1.0,1.0,4.0
57,Previously,Hetero,Atheist,2.0,6.0,5.0,7.0,7.0,5.0,5.0,2.0,2.0,1.0,3.0,2.0,1.0,5.0
14,Never,Bi,Atheist,1.0,5.0,6.0,6.0,5.0,7.0,1.0,4.0,3.0,3.0,4.0,1.0,4.0,5.0
29,Never,New Types,Muslim,5.0,4.0,6.0,7.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,1.0,5.0,4.0
30,Never,Bi,Muslim,5.0,7.0,5.0,6.0,7.0,5.0,4.0,2.0,1.0,2.0,3.0,1.0,4.0,4.0
33,Never,Hetero,Muslim,2.0,6.0,4.0,5.0,5.0,2.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0
26,Never,New Types,Muslim,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0
41,Married,Hetero,Buddhist,5.0,6.0,3.0,4.0,6.0,4.0,5.0,2.0,2.0,2.0,1.0,3.0,1.0,9.0
38,Never,Hetero,Muslim,1.0,1.0,7.0,7.0,6.0,7.0,5.0,1.0,3.0,4.0,4.0,1.0,1.0,4.0
23,Never,Hetero,Muslim,5.0,5.0,7.0,7.0,7.0,7.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,4.0
21,Never,Hetero,Muslim,4.0,6.0,5.0,7.0,6.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0
19,Never,Hetero,Agnostic,1.0,3.0,6.0,7.0,6.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,7.0
19,Never,Hetero,Muslim,2.0,7.0,7.0,6.0,6.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,4.0
19,Never,Hetero,Muslim,1.0,5.0,4.0,7.0,6.0,2.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,4.0
25,Never,Asexual,Muslim,1.0,5.0,7.0,5.0,7.0,5.0,6.0,2.0,3.0,2.0,3.0,1.0,3.0,4.0
16,Never,Hetero,Muslim,2.0,1.0,7.0,5.0,5.0,7.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,4.0
25,Never,Hetero,Muslim,6.0,6.0,7.0,3.0,6.0,5.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,4.0
18,Never,Homo,Muslim,2.0,4.0,6.0,4.0,7.0,7.0,1.0,4.0,4.0,1.0,2.0,1.0,2.0,4.0
17,Never,Hetero,Muslim,4.0,4.0,7.0,6.0,6.0,7.0,2.0,4.0,2.0,2.0,4.0,1.0,1.0,4.0
19,Never,Hetero,Muslim,4.0,7.0,7.0,6.0,7.0,3.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0
23,Never,New Types,Muslim,1.0,7.0,7.0,1.0,7.0,1.0,5.0,3.0,3.0,3.0,4.0,1.0,5.0,4.0
24,Never,Hetero,Muslim,6.0,3.0,5.0,5.0,7.0,3.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0
20,Never,Hetero,Muslim,6.0,5.0,4.0,5.0,6.0,5.0,4.0,3.0,3.0,4.0,3.0,1.0,1.0,4.0
23,Never,Hetero,Muslim,1.0,5.0,7.0,7.0,6.0,2.0,1.0,4.0,2.0,2.0,4.0,1.0,1.0,4.0
44,Married,Hetero,Muslim,6.0,7.0,5.0,6.0,5.0,5.0,6.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0
21,Never,Hetero,Muslim,1.0,7.0,1.0,7.0,4.0,6.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0
22,Never,Bi,Muslim,4.0,5.0,6.0,5.0,6.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,4.0,4.0
22,Never,Hetero,Muslim,3.0,3.0,6.0,5.0,5.0,7.0,4.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0
21,Never,Hetero,Agnostic,1.0,5.0,7.0,6.0,6.0,5.0,1.0,4.0,3.0,4.0,3.0,1.0,1.0,7.0
28,Never,Hetero,Muslim,1.0,5.0,5.0,6.0,5.0,6.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0
20,Never,Hetero,Muslim,5.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,2.0,2.0,4.0,1.0,1.0,4.0
21,Never,Hetero,Hindu,3.0,4.0,6.0,5.0,7.0,7.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,8.0
20,Never,New Types,Muslim,6.0,1.0,5.0,5.0,6.0,6.0,3.0,3.0,2.0,2.0,2.0,1.0,5.0,4.0
23,Never,New Types,Muslim,4.0,7.0,7.0,6.0,7.0,7.0,7.0,3.0,3.0,2.0,2.0,1.0,5.0,4.0
24,Never,Hetero,Muslim,2.0,6.0,6.0,7.0,6.0,3.0,5.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0
19,Never,Hetero,Muslim,5.0,3.0,6.0,2.0,4.0,5.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0
21,Never,New Types,Muslim,3.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,4.0,3.0,4.0,1.0,5.0,4.0
25,Never,New Types,Muslim,6.0,4.0,7.0,5.0,1.0,5.0,1.0,4.0,3.0,3.0,4.0,1.0,5.0,4.0
21,Never,New Types,Muslim,2.0,6.0,6.0,5.0,5.0,5.0,6.0,3.0,3.0,3.0,3.0,1.0,5.0,4.0
20,Never,Hetero,Muslim,6.0,2.0,7.0,3.0,6.0,7.0,2.0,4.0,2.0,4.0,4.0,1.0,1.0,4.0
20,Never,New Types,Muslim,5.0,5.0,6.0,5.0,6.0,5.0,3.0,4.0,4.0,3.0,2.0,1.0,5.0,4.0
22,Never,New Types,Muslim,4.0,3.0,6.0,3.0,3.0,5.0,4.0,2.0,3.0,3.0,4.0,1.0,5.0,4.0
16,Never,Hetero,Muslim,6.0,1.0,7.0,4.0,4.0,6.0,2.0,4.0,3.0,3.0,4.0,1.0,1.0,4.0
20,Never,Homo,Muslim,5.0,7.0,6.0,6.0,6.0,5.0,3.0,4.0,4.0,2.0,4.0,1.0,2.0,4.0
21,Never,Hetero,Hindu,6.0,6.0,1.0,4.0,5.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
19,Never,Hetero,Muslim,3.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0
20,Never,Hetero,Hindu,2.0,6.0,6.0,4.0,7.0,6.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,8.0
22,Never,New Types,Muslim,4.0,5.0,6.0,5.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,4.0
22,Never,Hetero,Muslim,5.0,6.0,7.0,4.0,3.0,5.0,5.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0
22,Never,Hetero,Muslim,3.0,5.0,5.0,4.0,6.0,5.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0
23,Never,Hetero,Muslim,4.0,5.0,6.0,5.0,4.0,5.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0,4.0
19,Never,Hetero,Muslim,1.0,7.0,7.0,7.0,6.0,3.0,1.0,4.0,3.0,3.0,4.0,1.0,1.0,4.0
30,Married,Hetero,Muslim,5.0,1.0,6.0,5.0,7.0,7.0,5.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0
21,Never,New Types,Muslim,5.0,5.0,6.0,7.0,7.0,7.0,3.0,4.0,2.0,3.0,3.0,1.0,5.0,4.0
21,Never,Homo,Muslim,5.0,6.0,7.0,7.0,4.0,4.0,1.0,4.0,2.0,2.0,4.0,1.0,2.0,4.0
28,Never,Hetero,Muslim,2.0,6.0,2.0,7.0,7.0,3.0,4.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0
19,Never,Hetero,Christian,2.0,6.0,5.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0
20,Never,Hetero,Buddhist,4.0,7.0,7.0,4.0,7.0,1.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,9.0
17,Never,New Types,Muslim,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,5.0,4.0
18,Never,New Types,Muslim,3.0,1.0,6.0,7.0,6.0,1.0,5.0,4.0,1.0,3.0,3.0,1.0,5.0,4.0
18,Never,Bi,Muslim,5.0,5.0,4.0,5.0,7.0,4.0,6.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0
19,Never,Homo,Christian Other,3.0,5.0,7.0,7.0,7.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0
21,Never,Bi,Muslim,3.0,5.0,7.0,7.0,4.0,4.0,1.0,4.0,2.0,2.0,4.0,1.0,4.0,4.0
23,Never,Hetero,Muslim,6.0,6.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0
20,Never,Hetero,Atheist,6.0,7.0,1.0,5.0,6.0,2.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0
19,Never,Hetero,Protestant,4.0,3.0,5.0,5.0,6.0,7.0,2.0,4.0,3.0,3.0,4.0,1.0,1.0,6.0
21,Never,New Types,Muslim,4.0,5.0,4.0,4.0,6.0,6.0,4.0,2.0,2.0,4.0,2.0,1.0,5.0,4.0
22,Never,Hetero,Muslim,2.0,2.0,7.0,7.0,5.0,7.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,4.0
19,Never,Hetero,Muslim,6.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,3.0,3.0,4.0,1.0,1.0,4.0
17,Never,Hetero,Muslim,1.0,5.0,6.0,6.0,7.0,5.0,6.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0
17,Never,Hetero,Christian Other,4.0,4.0,7.0,6.0,7.0,5.0,2.0,3.0,4.0,2.0,3.0,1.0,1.0,2.0
22,Never,Hetero,Muslim,2.0,3.0,6.0,6.0,6.0,4.0,1.0,3.0,3.0,2.0,4.0,1.0,1.0,4.0
18,Never,Asexual,Muslim,4.0,1.0,5.0,1.0,6.0,7.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,4.0
20,Never,Hetero,Muslim,4.0,7.0,7.0,7.0,7.0,5.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,4.0
20,Never,Hetero,Muslim,5.0,7.0,7.0,6.0,7.0,7.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0
23,Never,Hetero,Muslim,7.0,7.0,7.0,7.0,7.0,7.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,4.0
18,Never,Hetero,Muslim,3.0,3.0,7.0,6.0,7.0,7.0,4.0,4.0,2.0,3.0,3.0,1.0,1.0,4.0
21,Never,Asexual,Muslim,4.0,2.0,7.0,5.0,7.0,7.0,3.0,4.0,2.0,4.0,4.0,1.0,3.0,4.0
19,Never,Hetero,Muslim,6.0,4.0,6.0,1.0,5.0,4.0,1.0,4.0,3.0,2.0,4.0,1.0,1.0,4.0
26,Never,Hetero,Muslim,1.0,4.0,7.0,6.0,6.0,7.0,4.0,3.0,4.0,3.0,4.0,1.0,1.0,4.0
18,Never,Hetero,Muslim,1.0,4.0,6.0,4.0,5.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0
30,Never,Hetero,Muslim,1.0,5.0,7.0,7.0,7.0,2.0,2.0,4.0,4.0,3.0,4.0,1.0,1.0,4.0
54,Married,Hetero,Hindu,7.0,7.0,6.0,7.0,7.0,1.0,7.0,3.0,1.0,2.0,2.0,3.0,1.0,8.0
15,Never,Hetero,Muslim,4.0,2.0,7.0,3.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0
19,Never,New Types,Muslim,5.0,3.0,5.0,6.0,6.0,7.0,6.0,3.0,2.0,1.0,2.0,1.0,5.0,4.0
26,Never,Hetero,Muslim,3.0,6.0,4.0,6.0,7.0,1.0,5.0,1.0,3.0,2.0,3.0,1.0,1.0,4.0
20,Never,Asexual,Muslim,5.0,3.0,6.0,5.0,4.0,5.0,1.0,4.0,3.0,2.0,3.0,1.0,3.0,4.0
19,Never,Hetero,Muslim,3.0,6.0,6.0,7.0,6.0,5.0,7.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0
14,Never,Bi,Muslim,5.0,1.0,6.0,7.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,1.0,4.0,4.0
18,Never,Hetero,Muslim,4.0,4.0,4.0,5.0,4.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0
17,Second,New Types,Muslim,4.0,4.0,6.0,4.0,7.0,5.0,2.0,2.0,2.0,1.0,3.0,4.0,5.0,4.0
21,Never,Hetero,Muslim,5.0,5.0,6.0,2.0,7.0,6.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0
19,Never,Hetero,Muslim,2.0,4.0,6.0,5.0,3.0,5.0,6.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0
20,Never,Bi,Hindu,2.0,4.0,7.0,7.0,7.0,4.0,3.0,4.0,3.0,1.0,4.0,1.0,4.0,8.0
19,Never,Hetero,Muslim,5.0,5.0,6.0,2.0,4.0,7.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,4.0
16,Never,New Types,Muslim,2.0,6.0,7.0,4.0,5.0,5.0,1.0,4.0,3.0,3.0,4.0,1.0,5.0,4.0
23,Never,Asexual,Muslim,4.0,3.0,7.0,2.0,5.0,4.0,2.0,3.0,4.0,2.0,4.0,1.0,3.0,4.0
17,Never,Asexual,Muslim,4.0,6.0,7.0,7.0,7.0,4.0,5.0,4.0,4.0,2.0,4.0,1.0,3.0,4.0
23,Never,Hetero,Muslim,4.0,7.0,7.0,5.0,5.0,7.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,4.0
20,Never,Hetero,Muslim,6.0,5.0,6.0,3.0,5.0,6.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,4.0
25,Never,Hetero,Muslim,6.0,5.0,3.0,1.0,5.0,6.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0
19,Never,Hetero,Muslim,6.0,5.0,5.0,6.0,4.0,3.0,5.0,2.0,3.0,2.0,3.0,1.0,1.0,4.0
21,Never,Hetero,Muslim,6.0,7.0,5.0,7.0,7.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0
16,Never,Bi,Muslim,4.0,3.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0
18,Never,Hetero,Muslim,6.0,6.0,5.0,7.0,5.0,3.0,3.0,4.0,3.0,1.0,3.0,1.0,1.0,4.0
23,Never,Bi,Muslim,2.0,7.0,7.0,6.0,5.0,4.0,3.0,4.0,2.0,2.0,3.0,1.0,4.0,4.0
23,Never,Bi,Muslim,3.0,5.0,6.0,7.0,6.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,4.0
16,Never,Hetero,Muslim,4.0,6.0,7.0,2.0,7.0,6.0,2.0,4.0,2.0,4.0,4.0,1.0,1.0,4.0
28,Never,Hetero,Muslim,5.0,6.0,5.0,7.0,7.0,5.0,5.0,3.0,3.0,3.0,4.0,1.0,1.0,4.0
19,Never,New Types,Muslim,5.0,4.0,6.0,5.0,6.0,5.0,4.0,2.0,2.0,2.0,3.0,1.0,5.0,4.0
18,Never,Hetero,Muslim,2.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0
23,Never,Asexual,Muslim,4.0,7.0,7.0,6.0,6.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0
23,Never,Asexual,Muslim,1.0,5.0,7.0,6.0,6.0,4.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,4.0
22,Never,Bi,Muslim,6.0,7.0,7.0,7.0,7.0,1.0,4.0,3.0,4.0,1.0,4.0,1.0,4.0,4.0
25,Never,Hetero,Christian,6.0,5.0,7.0,1.0,7.0,4.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,3.0
17,Never,Hetero,Muslim,3.0,6.0,7.0,7.0,4.0,4.0,5.0,4.0,1.0,2.0,4.0,1.0,1.0,4.0
20,Never,Hetero,Muslim,6.0,4.0,7.0,4.0,7.0,6.0,4.0,4.0,4.0,3.0,4.0,1.0,1.0,4.0
23,Never,Hetero,Muslim,2.0,1.0,7.0,7.0,4.0,5.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,4.0
19,Never,Hetero,Muslim,5.0,6.0,6.0,3.0,6.0,5.0,4.0,3.0,2.0,4.0,3.0,1.0,1.0,4.0
17,Never,Hetero,Muslim,4.0,7.0,5.0,6.0,5.0,2.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,4.0
28,Never,Hetero,Atheist,7.0,4.0,2.0,1.0,7.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
18,Never,New Types,Muslim,2.0,6.0,6.0,6.0,6.0,1.0,5.0,4.0,3.0,3.0,4.0,1.0,5.0,4.0
19,Never,Homo,Muslim,7.0,5.0,7.0,3.0,3.0,5.0,1.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0
23,Never,Hetero,Muslim,1.0,5.0,2.0,7.0,5.0,7.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0
23,Never,Hetero,Muslim,6.0,6.0,3.0,3.0,6.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
24,Never,Asexual,Muslim,1.0,5.0,5.0,5.0,5.0,6.0,4.0,3.0,2.0,2.0,2.0,1.0,3.0,4.0
17,Never,Hetero,Muslim,5.0,3.0,6.0,4.0,5.0,5.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0
22,Never,Hetero,Muslim,2.0,6.0,4.0,6.0,6.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
17,Never,Hetero,Muslim,2.0,3.0,6.0,7.0,4.0,7.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,4.0
20,Never,Hetero,Muslim,3.0,5.0,5.0,6.0,5.0,5.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,4.0
17,Never,Hetero,Muslim,1.0,4.0,7.0,7.0,1.0,7.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0
18,Never,New Types,Muslim,4.0,4.0,6.0,7.0,5.0,5.0,3.0,3.0,2.0,3.0,4.0,1.0,5.0,4.0
25,Never,New Types,Muslim,1.0,3.0,7.0,7.0,1.0,3.0,1.0,2.0,4.0,4.0,4.0,1.0,5.0,4.0
16,Never,Hetero,Muslim,5.0,5.0,6.0,5.0,6.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0
16,Previously,Bi,Muslim,5.0,6.0,7.0,5.0,1.0,7.0,7.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0
21,Never,Hetero,Muslim,3.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0
18,Never,New Types,Muslim,2.0,1.0,7.0,4.0,7.0,7.0,1.0,4.0,2.0,3.0,4.0,1.0,5.0,4.0
16,Previously,New Types,Muslim,6.0,6.0,6.0,5.0,5.0,6.0,5.0,3.0,2.0,3.0,4.0,2.0,5.0,4.0
20,Never,New Types,Muslim,1.0,6.0,7.0,7.0,7.0,7.0,1.0,4.0,4.0,4.0,2.0,1.0,5.0,4.0
30,Married,Hetero,Muslim,6.0,6.0,2.0,4.0,6.0,3.0,7.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0
25,Never,Hetero,Muslim,5.0,1.0,7.0,2.0,2.0,5.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,4.0
34,Never,Hetero,Muslim,2.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,1.0,1.0,4.0
19,Never,Hetero,Muslim,5.0,3.0,7.0,5.0,6.0,6.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,4.0
17,Never,Hetero,Muslim,5.0,6.0,5.0,7.0,7.0,1.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0
16,Second,New Types,Muslim,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0
